TP9,AF7,AF8,TP10,board_ts,unix_ts
-4.8828125,-144.53125,583.49609375,-8.7890625,1758405225.807014,1758405225.831626
-6.8359375,-541.50390625,337.890625,-14.16015625,1758405225.8107886,1758405225.8355322
7.32421875,47.8515625,770.5078125,-13.671875,1758405225.814563,1758405225.8394384
17.08984375,609.86328125,999.51171875,-15.13671875,1758405225.8183377,1758405225.8433447
15.625,192.87109375,781.25,-6.8359375,1758405225.8221123,1758405225.847251
20.99609375,160.64453125,803.7109375,10.25390625,1758405225.825953,1758405225.8511572
35.64453125,438.4765625,953.61328125,12.20703125,1758405225.8297935,1758405225.8550634
37.59765625,185.05859375,785.64453125,15.625,1758405225.833634,1758405225.8589697
29.296875,-302.734375,507.32421875,25.390625,1758405225.8374746,1758405225.862876
18.06640625,-135.7421875,669.43359375,20.99609375,1758405225.8413153,1758405225.8667822
6.8359375,200.68359375,953.61328125,5.37109375,1758405225.8451557,1758405225.8706884
-13.671875,125.0,908.203125,-10.7421875,1758405225.8489962,1758405225.8745947
-25.390625,-410.64453125,525.390625,-6.34765625,1758405225.8528368,1758405225.878501
-13.18359375,-494.62890625,500.0,2.44140625,1758405225.8566775,1758405225.8824072
-10.25390625,490.234375,999.51171875,-12.6953125,1758405225.860518,1758405225.8863134
-5.859375,491.2109375,954.1015625,-14.16015625,1758405225.8643584,1758405225.8902197
-10.25390625,159.66796875,883.7890625,-8.7890625,1758405225.868199,1758405225.894126
-16.11328125,391.11328125,954.1015625,-12.6953125,1758405225.8718147,1758405225.8980322
-8.30078125,609.375,988.76953125,-8.7890625,1758405225.8754303,1758405225.9019384
-1.953125,367.1875,942.3828125,0.48828125,1758405225.879046,1758405225.9058447
-3.41796875,145.99609375,858.88671875,-7.8125,1758405225.8826616,1758405225.909751
-8.7890625,72.75390625,760.7421875,-12.6953125,1758405225.8862772,1758405225.9136572
-10.7421875,-114.74609375,680.6640625,-6.8359375,1758405225.8898926,1758405225.9175634
-7.8125,-165.0390625,722.65625,-0.9765625,1758405225.8935082,1758405225.9214697
-3.90625,-747.55859375,232.421875,8.7890625,1758405225.8971238,1758405225.925376
-19.53125,-505.859375,436.03515625,0.48828125,1758405225.9007394,1758405225.9292822
-18.5546875,429.19921875,999.51171875,-2.9296875,1758405225.904355,1758405225.9331884
-6.34765625,165.0390625,864.2578125,-1.46484375,1758405225.9079707,1758405225.9370947
15.625,66.40625,852.05078125,13.18359375,1758405225.9115863,1758405225.941001
-58.10546875,162.59765625,841.796875,-39.0625,1758405225.9456887,1758405225.9568365
-41.015625,435.05859375,985.83984375,-21.97265625,1758405225.9494777,1758405225.9607427
-42.96875,113.28125,685.05859375,-20.5078125,1758405225.9532669,1758405225.964649
-49.31640625,251.953125,701.171875,-24.4140625,1758405225.957056,1758405225.9685552
-42.96875,521.484375,834.9609375,-20.01953125,1758405225.9631512,1758405225.9724615
-46.875,302.24609375,601.07421875,-20.01953125,1758405225.9692464,1758405225.9763677
-55.17578125,28.3203125,392.08984375,-21.484375,1758405225.9753418,1758405225.980274
-45.41015625,247.55859375,526.85546875,-15.625,1758405225.981437,1758405225.9841802
-28.80859375,395.01953125,559.08203125,-7.32421875,1758405225.9875321,1758405225.9880865
-20.5078125,-25.390625,248.53515625,-4.8828125,1758405225.9936275,1758405225.9919927
-18.06640625,-686.5234375,-250.0,-1.46484375,1758405225.9997227,1758405225.995899
-17.578125,-170.8984375,194.82421875,-4.39453125,1758405226.005818,1758405225.9998052
-12.20703125,450.68359375,615.72265625,-6.8359375,1758405226.011913,1758405226.0037115
-17.08984375,-118.65234375,113.76953125,0.48828125,1758405226.0180082,1758405226.0076177
-13.18359375,-470.703125,-91.30859375,-0.48828125,1758405226.0241036,1758405226.011524
2.9296875,82.03125,325.1953125,-2.9296875,1758405226.0301988,1758405226.0154302
1.46484375,434.5703125,480.46875,-0.48828125,1758405226.0328152,1758405226.0193365
6.34765625,142.578125,203.125,4.39453125,1758405226.0354316,1758405226.0232427
-0.9765625,50.29296875,107.421875,-3.90625,1758405226.038048,1758405226.027149
-10.25390625,349.609375,282.71484375,-17.08984375,1758405226.0406644,1758405226.0310552
-0.9765625,421.38671875,312.98828125,-18.06640625,1758405226.0432808,1758405226.0349615
-9.27734375,-318.359375,-275.87890625,-6.8359375,1758405226.0458975,1758405226.0388677
-23.92578125,-570.80078125,-419.921875,-11.71875,1758405226.048514,1758405226.042774
-21.484375,187.01171875,169.921875,-20.01953125,1758405226.0511303,1758405226.0466802
-12.20703125,265.625,164.0625,-11.23046875,1758405226.0537467,1758405226.0505865
-12.20703125,-123.53515625,-104.00390625,-9.765625,1758405226.056363,1758405226.0544927
-12.20703125,12.6953125,5.37109375,-13.18359375,1758405226.0589795,1758405226.058399
-5.37109375,148.92578125,62.5,-5.859375,1758405226.061596,1758405226.0623052
-1.953125,-76.66015625,-57.12890625,-0.48828125,1758405226.0653665,1758405226.0662115
-3.41796875,-557.12890625,-434.08203125,2.44140625,1758405226.069137,1758405226.0701177
-7.8125,-408.203125,-258.7890625,-0.9765625,1758405226.0729077,1758405226.074024
-9.27734375,334.47265625,317.87109375,-5.859375,1758405226.0766783,1758405226.0779302
-4.39453125,153.80859375,65.91796875,-3.41796875,1758405226.0804489,1758405226.0818365
-3.41796875,-344.23828125,-246.09375,4.39453125,1758405226.0842195,1758405226.0857427
-2.44140625,-116.2109375,-6.8359375,0.0,1758405226.0879903,1758405226.089649
-5.859375,448.73046875,358.88671875,-17.578125,1758405226.0917609,1758405226.0935552
-11.71875,74.21875,-1.953125,-19.53125,1758405226.0955315,1758405226.0974615
-10.7421875,-465.33203125,-367.1875,-11.71875,1758405226.099302,1758405226.1013677
-5.859375,117.1875,121.09375,-8.30078125,1758405226.1030726,1758405226.105274
-11.23046875,449.70703125,305.17578125,-9.27734375,1758405226.1068432,1758405226.1091802
-22.94921875,89.35546875,-11.23046875,-7.32421875,1758405226.1107047,1758405226.1130865
-16.6015625,-24.90234375,-134.27734375,-2.44140625,1758405226.1145658,1758405226.1169927
-15.625,68.84765625,-47.8515625,-9.765625,1758405226.1184273,1758405226.120899
-20.01953125,297.36328125,121.58203125,-14.6484375,1758405226.1222885,1758405226.1248052
-12.20703125,-129.39453125,-211.9140625,1.46484375,1758405226.12615,1758405226.1287115
-11.23046875,-646.484375,-508.7890625,6.8359375,1758405226.130011,1758405226.1326177
-6.34765625,-83.49609375,-13.18359375,-1.953125,1758405226.1338725,1758405226.136524
-4.8828125,397.4609375,287.109375,-5.859375,1758405226.137734,1758405226.1404302
-9.27734375,-346.6796875,-385.25390625,0.48828125,1758405226.1415951,1758405226.1443365
-11.71875,-589.35546875,-501.953125,-6.34765625,1758405226.1454566,1758405226.1482427
-2.9296875,316.89453125,245.60546875,-9.27734375,1758405226.1493177,1758405226.152149
7.32421875,296.875,133.30078125,-1.953125,1758405226.1531792,1758405226.1560552
-0.9765625,48.33984375,-84.47265625,-11.71875,1758405226.1568024,1758405226.1599615
-10.25390625,233.3984375,54.19921875,-7.32421875,1758405226.1604257,1758405226.1638677
-6.34765625,477.5390625,195.3125,1.46484375,1758405226.164049,1758405226.167774
-2.9296875,273.4375,-19.53125,-1.46484375,1758405226.1676722,1758405226.1716802
-5.859375,-178.7109375,-349.12109375,1.953125,1758405226.1712954,1758405226.1755865
6.34765625,-223.14453125,-332.51953125,32.2265625,1758405226.1749187,1758405226.1794927
16.6015625,-106.93359375,-198.2421875,38.57421875,1758405226.1785417,1758405226.183399
-2.9296875,-102.5390625,-151.85546875,2.9296875,1758405226.182165,1758405226.1873052
-2.9296875,-746.09375,-681.15234375,11.71875,1758405226.1857882,1758405226.1912115
3.90625,-457.51953125,-409.66796875,20.01953125,1758405226.1894114,1758405226.1951177
5.859375,489.74609375,371.58203125,9.765625,1758405226.1930346,1758405226.199024
22.4609375,244.62890625,94.23828125,15.625,1758405226.196658,1758405226.2029302
28.80859375,135.25390625,7.8125,25.87890625,1758405226.2004576,1758405226.2068365
28.80859375,450.1953125,202.63671875,27.34375,1758405226.2042572,1758405226.2107427
21.97265625,463.37890625,118.1640625,12.6953125,1758405226.208057,1758405226.214649
31.25,201.171875,-84.47265625,21.97265625,1758405226.2118566,1758405226.2185552
44.921875,124.51171875,-115.234375,28.80859375,1758405226.2156563,1758405226.2224615
43.45703125,-26.85546875,-187.98828125,27.34375,1758405226.2194562,1758405226.2263677
34.66796875,-95.21484375,-167.48046875,15.13671875,1758405226.2232559,1758405226.230274
38.0859375,-508.30078125,-489.74609375,18.06640625,1758405226.2270555,1758405226.2341802
35.64453125,-768.06640625,-635.25390625,21.97265625,1758405226.2308552,1758405226.2380865
27.83203125,222.65625,262.20703125,7.32421875,1758405226.234655,1758405226.2419927
36.1328125,464.35546875,352.5390625,18.5546875,1758405226.2384546,1758405226.245899
38.0859375,119.62890625,-13.18359375,33.203125,1758405226.2422543,1758405226.2498052
33.203125,283.69140625,90.33203125,29.78515625,1758405226.245961,1758405226.2537115
38.0859375,496.09375,198.73046875,28.3203125,1758405226.2496676,1758405226.2576177
36.1328125,281.25,-20.5078125,33.203125,1758405226.2533743,1758405226.261524
32.2265625,90.33203125,-178.22265625,20.5078125,1758405226.257081,1758405226.2654302
37.109375,320.3125,-29.78515625,14.6484375,1758405226.2607877,1758405226.2693365
30.2734375,208.0078125,-120.1171875,19.04296875,1758405226.2644944,1758405226.2732427
18.06640625,-135.7421875,-339.84375,10.7421875,1758405226.2682014,1758405226.277149
24.90234375,-534.66796875,-585.44921875,12.6953125,1758405226.271908,1758405226.2810552
32.71484375,-51.26953125,-174.31640625,14.16015625,1758405226.2756147,1758405226.2849615
37.109375,366.69921875,94.7265625,14.16015625,1758405226.2793214,1758405226.2888677
42.96875,-195.3125,-358.3984375,19.53125,1758405226.2830281,1758405226.292774
36.1328125,-270.5078125,-394.53125,20.99609375,1758405226.2867348,1758405226.2966802
29.296875,351.5625,75.1953125,12.20703125,1758405226.2904983,1758405226.3005865
33.203125,520.99609375,111.81640625,11.23046875,1758405226.2942617,1758405226.3044927
23.4375,137.20703125,-246.58203125,14.16015625,1758405226.2980251,1758405226.308399
13.671875,121.58203125,-245.60546875,7.32421875,1758405226.3017886,1758405226.3123052
7.32421875,354.00390625,-113.76953125,1.46484375,1758405226.305552,1758405226.3162115
10.25390625,127.44140625,-268.5546875,3.41796875,1758405226.3093157,1758405226.3201177
14.6484375,-570.3125,-715.33203125,16.11328125,1758405226.313079,1758405226.324024
2.9296875,-603.02734375,-673.828125,11.71875,1758405226.3168426,1758405226.3279302
0.48828125,301.26953125,35.15625,-1.953125,1758405226.320606,1758405226.3318365
7.8125,351.5625,-3.41796875,1.953125,1758405226.3243694,1758405226.3357427
12.6953125,120.1171875,-248.046875,5.859375,1758405226.3281329,1758405226.339649
9.27734375,24.4140625,-316.40625,2.9296875,1758405226.3318963,1758405226.3435552
-2.9296875,47.8515625,-266.6015625,-4.39453125,1758405226.335751,1758405226.3474615
-2.44140625,140.13671875,-222.16796875,-1.46484375,1758405226.3396058,1758405226.3513677
-5.37109375,-212.890625,-400.87890625,-4.39453125,1758405226.3434603,1758405226.355274
-32.71484375,-38.57421875,-172.36328125,-37.109375,1758405226.347315,1758405226.3591802
-47.36328125,271.484375,-20.5078125,-58.10546875,1758405226.3511698,1758405226.3630865
-55.6640625,-201.171875,-371.09375,-62.98828125,1758405226.3550243,1758405226.3669927
-57.12890625,-715.8203125,-697.265625,-56.15234375,1758405226.358879,1758405226.370899
-50.29296875,-162.109375,-148.4375,-54.6875,1758405226.3627338,1758405226.3748052
-58.10546875,347.16796875,239.2578125,-56.15234375,1758405226.3665886,1758405226.3787115
-61.03515625,-12.6953125,-119.140625,-55.6640625,1758405226.3704433,1758405226.3826177
-58.10546875,-90.33203125,-114.2578125,-66.40625,1758405226.3742979,1758405226.386524
-59.5703125,224.609375,163.0859375,-67.87109375,1758405226.3781526,1758405226.3904302
-56.640625,283.203125,216.796875,-62.98828125,1758405226.3831577,1758405226.3943365
-49.8046875,-77.63671875,-38.57421875,-50.29296875,1758405226.3881626,1758405226.3982427
-44.921875,-348.14453125,-126.953125,-44.921875,1758405226.3931677,1758405226.402149
-40.0390625,19.04296875,201.171875,-45.8984375,1758405226.3981729,1758405226.4060552
-35.64453125,194.82421875,335.9375,-36.62109375,1758405226.4031777,1758405226.4099615
-34.1796875,-508.30078125,-253.90625,-25.87890625,1758405226.4081829,1758405226.4138677
-32.71484375,-880.859375,-534.1796875,-20.99609375,1758405226.413188,1758405226.417774
-29.78515625,-34.66796875,441.40625,-24.4140625,1758405226.4181929,1758405226.4216802
-36.62109375,224.609375,674.31640625,-24.4140625,1758405226.423198,1758405226.4255865
-37.59765625,-45.8984375,372.55859375,-30.2734375,1758405226.428203,1758405226.4294927
-35.64453125,-32.71484375,380.859375,-37.109375,1758405226.433208,1758405226.433399
-30.76171875,58.10546875,448.73046875,-37.109375,1758405226.438213,1758405226.4373052
-10.7421875,49.31640625,437.5,-17.578125,1758405226.4418316,1758405226.4412115
-16.11328125,-149.4140625,265.625,-8.30078125,1758405226.4454503,1758405226.4451177
-45.41015625,-7.32421875,356.93359375,-33.69140625,1758405226.4490688,1758405226.449024
-48.828125,200.68359375,487.3046875,-46.875,1758405226.4526875,1758405226.4529302
-38.57421875,-74.70703125,252.9296875,-36.62109375,1758405226.456306,1758405226.4568365
-40.0390625,-631.8359375,-111.328125,-29.78515625,1758405226.4599247,1758405226.4607427
-43.45703125,-528.3203125,60.05859375,-31.25,1758405226.4635432,1758405226.464649
-31.73828125,44.921875,476.07421875,-28.3203125,1758405226.4671617,1758405226.4685552
-19.53125,-42.48046875,362.3046875,-27.34375,1758405226.4707804,1758405226.4724615
-34.1796875,-904.78515625,-467.7734375,-19.53125,1758405226.4743989,1758405226.4763677
-54.19921875,-485.83984375,-58.10546875,-27.34375,1758405226.4780176,1758405226.480274
-50.29296875,316.89453125,661.62109375,-39.55078125,1758405226.481636,1758405226.4841802
-28.80859375,32.2265625,310.05859375,-26.3671875,1758405226.4854066,1758405226.4880865
-25.87890625,-109.375,139.6484375,-24.90234375,1758405226.4891772,1758405226.4919927
-25.390625,177.734375,295.8984375,-32.2265625,1758405226.4929478,1758405226.495899
-19.53125,241.69921875,305.6640625,-17.578125,1758405226.4967184,1758405226.4998052
-20.5078125,-88.37890625,11.71875,-9.765625,1758405226.500489,1758405226.5037115
-20.5078125,-376.953125,-175.29296875,-8.30078125,1758405226.5042596,1758405226.5076177
-20.99609375,-416.015625,-179.19921875,-8.30078125,1758405226.5080302,1758405226.511524
-24.4140625,-266.11328125,6.8359375,-17.08984375,1758405226.5118008,1758405226.5154302
-17.578125,-600.09765625,-312.98828125,-15.13671875,1758405226.5155714,1758405226.5193365
-9.765625,-798.33984375,-543.45703125,-1.46484375,1758405226.519342,1758405226.5232427
-15.13671875,70.80078125,288.57421875,-7.8125,1758405226.5231125,1758405226.527149
-8.30078125,225.5859375,336.42578125,-15.13671875,1758405226.5268831,1758405226.5310552
-9.27734375,-45.41015625,16.11328125,-16.11328125,1758405226.5306253,1758405226.5349615
-18.5546875,193.359375,181.640625,-18.5546875,1758405226.5343678,1758405226.5388677
-16.11328125,383.30078125,273.92578125,-19.04296875,1758405226.53811,1758405226.542774
-11.23046875,90.33203125,-28.80859375,-17.578125,1758405226.5418522,1758405226.5466802
-9.27734375,-182.6171875,-251.953125,-16.11328125,1758405226.5455947,1758405226.5505865
-4.8828125,-239.74609375,-228.515625,-7.32421875,1758405226.549337,1758405226.5544927
-6.8359375,-89.84375,-114.2578125,-11.71875,1758405226.5530791,1758405226.558399
-20.5078125,-115.72265625,-155.2734375,-24.90234375,1758405226.5568216,1758405226.5623052
-28.80859375,-659.66796875,-573.2421875,-20.01953125,1758405226.5605638,1758405226.5662115
-16.11328125,-429.6875,-336.9140625,-19.53125,1758405226.564306,1758405226.5701177
-15.625,125.48828125,146.484375,-28.3203125,1758405226.5680485,1758405226.574024
-21.97265625,-195.80078125,-175.78125,-24.4140625,1758405226.5717907,1758405226.5779302
-25.87890625,-518.06640625,-404.296875,-25.390625,1758405226.575542,1758405226.5818365
-25.87890625,108.88671875,81.54296875,-33.203125,1758405226.5792933,1758405226.5857427
-17.08984375,235.83984375,101.5625,-26.85546875,1758405226.5830443,1758405226.589649
-24.4140625,-128.90625,-139.16015625,-28.3203125,1758405226.5867956,1758405226.5935552
-30.2734375,-140.13671875,-111.328125,-24.90234375,1758405226.5905468,1758405226.5974615
-25.87890625,-166.9921875,-173.828125,-16.6015625,1758405226.594298,1758405226.6013677
-26.3671875,-295.8984375,-177.24609375,-25.390625,1758405226.5980492,1758405226.605274
-21.484375,-640.13671875,-466.796875,-20.01953125,1758405226.6018004,1758405226.6091802
-22.94921875,-653.80859375,-479.4921875,-17.578125,1758405226.6055517,1758405226.6130865
-19.53125,174.8046875,327.63671875,-29.78515625,1758405226.609303,1758405226.6169927
-8.7890625,250.0,314.94140625,-21.484375,1758405226.613054,1758405226.620899
-6.34765625,-211.9140625,-73.2421875,-9.765625,1758405226.6168053,1758405226.6248052
-16.6015625,-187.01171875,11.23046875,-15.13671875,1758405226.6205566,1758405226.6287115
-19.04296875,288.57421875,352.05078125,-22.4609375,1758405226.6243076,1758405226.6326177
-7.32421875,237.79296875,267.08984375,-15.13671875,1758405226.628059,1758405226.636524
-1.953125,-185.05859375,-29.296875,-18.06640625,1758405226.6318102,1758405226.6404302
-8.7890625,-23.92578125,118.1640625,-20.5078125,1758405226.6355615,1758405226.6443365
-8.30078125,-20.5078125,152.83203125,-18.06640625,1758405226.6393127,1758405226.6482427
-6.34765625,-327.63671875,-23.4375,-25.390625,1758405226.6430638,1758405226.652149
-2.44140625,-643.06640625,-212.890625,-24.4140625,1758405226.646815,1758405226.6560552
-7.8125,-204.58984375,182.6171875,-22.4609375,1758405226.6505663,1758405226.6599615
-20.01953125,360.83984375,572.75390625,-26.3671875,1758405226.6543174,1758405226.6638677
-16.11328125,30.76171875,303.7109375,-23.92578125,1758405226.6580687,1758405226.667774
-13.18359375,-23.4375,290.52734375,-23.4375,1758405226.66182,1758405226.6716802
-16.6015625,335.44921875,518.06640625,-23.4375,1758405226.6656854,1758405226.6755865
-20.01953125,376.953125,489.2578125,-16.6015625,1758405226.6695511,1758405226.6794927
-17.578125,-318.359375,-14.6484375,-16.6015625,1758405226.6734166,1758405226.683399
-15.13671875,-409.66796875,43.45703125,-23.92578125,1758405226.6772823,1758405226.6873052
-18.5546875,275.390625,549.31640625,-32.71484375,1758405226.6811478,1758405226.6912115
-16.11328125,74.70703125,387.20703125,-34.66796875,1758405226.6850133,1758405226.6951177
-6.34765625,-622.55859375,-108.88671875,-20.99609375,1758405226.688879,1758405226.699024
2.44140625,-606.4453125,-41.9921875,-19.04296875,1758405226.6927445,1758405226.7029302
-10.25390625,322.265625,742.1875,-28.80859375,1758405226.6966102,1758405226.7068365
-27.83203125,359.86328125,645.99609375,-31.73828125,1758405226.7004757,1758405226.7107427
-32.2265625,28.3203125,339.84375,-32.2265625,1758405226.7043414,1758405226.714649
-23.4375,237.3046875,497.0703125,-29.78515625,1758405226.708207,1758405226.7185552
-18.5546875,474.12109375,621.09375,-31.25,1758405226.7130687,1758405226.7224615
-21.97265625,284.66796875,421.875,-25.390625,1758405226.7179303,1758405226.7263677
-23.4375,15.13671875,229.4921875,-30.76171875,1758405226.7227921,1758405226.730274
-20.99609375,239.74609375,409.1796875,-40.52734375,1758405226.727654,1758405226.7341802
-15.625,228.515625,375.9765625,-32.71484375,1758405226.7325156,1758405226.7380865
-11.71875,-134.27734375,192.3828125,-22.94921875,1758405226.7373774,1758405226.7419927
-12.20703125,-797.36328125,-402.83203125,-12.20703125,1758405226.7422392,1758405226.745899
-14.6484375,-540.0390625,-177.24609375,-12.20703125,1758405226.7471008,1758405226.7498052
-13.18359375,434.5703125,706.54296875,-17.578125,1758405226.7519627,1758405226.7537115
-13.18359375,183.59375,379.8828125,-15.13671875,1758405226.7568245,1758405226.7576177
-17.578125,30.76171875,211.9140625,-21.484375,1758405226.761686,1758405226.761524
-13.671875,425.29296875,444.3359375,-24.4140625,1758405226.766548,1758405226.7654302
-15.625,537.109375,405.2734375,-21.97265625,1758405226.7702792,1758405226.7693365
-21.97265625,199.21875,75.68359375,-17.08984375,1758405226.7740104,1758405226.7732427
-23.92578125,71.2890625,-72.75390625,-15.13671875,1758405226.777742,1758405226.777149
-25.390625,400.390625,140.13671875,-12.6953125,1758405226.7814732,1758405226.7810552
-19.53125,452.1484375,101.5625,-2.9296875,1758405226.7852044,1758405226.7849615
-11.71875,-187.98828125,-434.08203125,-1.46484375,1758405226.7889357,1758405226.7888677
-15.13671875,-323.73046875,-537.109375,-9.27734375,1758405226.792667,1758405226.792774
-25.390625,37.109375,-273.4375,-15.625,1758405226.7963982,1758405226.7966802
-27.83203125,236.328125,-188.4765625,-17.578125,1758405226.8001294,1758405226.8005865
-19.04296875,-354.4921875,-624.51171875,-8.30078125,1758405226.803861,1758405226.8044927
-25.390625,-782.2265625,-818.359375,-4.8828125,1758405226.8075922,1758405226.808399
-33.203125,99.609375,-211.42578125,-20.01953125,1758405226.8113234,1758405226.8123052
-26.85546875,229.00390625,-238.76953125,-24.4140625,1758405226.8151202,1758405226.8162115
-14.16015625,7.8125,-406.25,-24.4140625,1758405226.818917,1758405226.8201177
-14.6484375,200.68359375,-271.97265625,-31.25,1758405226.8227139,1758405226.824024
-17.578125,380.859375,-214.84375,-33.69140625,1758405226.8265107,1758405226.8279302
-8.7890625,175.29296875,-402.83203125,-26.85546875,1758405226.8303075,1758405226.8318365
-6.34765625,-338.8671875,-756.34765625,-17.578125,1758405226.8341045,1758405226.8357427
-13.671875,-200.68359375,-601.5625,-19.04296875,1758405226.8379014,1758405226.839649
-21.97265625,351.07421875,-229.00390625,-19.53125,1758405226.8416982,1758405226.8435552
-29.78515625,16.11328125,-545.8984375,-21.97265625,1758405226.845495,1758405226.8474615
-30.76171875,-656.25,-877.9296875,-18.06640625,1758405226.8492918,1758405226.8513677
-23.92578125,-250.48828125,-522.4609375,-17.08984375,1758405226.8530886,1758405226.855274
-26.85546875,250.0,-226.5625,-23.4375,1758405226.8568854,1758405226.8591802
-28.3203125,-155.2734375,-532.71484375,-23.4375,1758405226.8606322,1758405226.8630865
-22.4609375,-403.3203125,-732.91015625,-18.5546875,1758405226.864379,1758405226.8669927
-24.4140625,295.41015625,-200.68359375,-20.01953125,1758405226.868126,1758405226.870899
-21.97265625,442.3828125,-157.71484375,-25.390625,1758405226.8718727,1758405226.8748052
-24.90234375,23.92578125,-529.78515625,-24.90234375,1758405226.8756194,1758405226.8787115
-28.3203125,-303.7109375,-674.8046875,-20.5078125,1758405226.8793662,1758405226.8826177
-19.04296875,-68.359375,-462.890625,-16.11328125,1758405226.883113,1758405226.886524
-17.578125,437.98828125,-104.00390625,-25.390625,1758405226.8868597,1758405226.8904302
-21.484375,-277.83203125,-579.1015625,-23.92578125,1758405226.8906064,1758405226.8943365
-36.62109375,-601.07421875,-712.40234375,-20.99609375,1758405226.8943534,1758405226.8982427
-40.0390625,328.125,-17.578125,-32.2265625,1758405226.8981001,1758405226.902149
-24.4140625,171.875,-271.484375,-30.76171875,1758405226.901847,1758405226.9060552
-12.20703125,-190.4296875,-518.5546875,-10.7421875,1758405226.9055998,1758405226.9099615
5.37109375,116.69921875,-185.05859375,2.9296875,1758405226.9093528,1758405226.9138677
-13.671875,411.1328125,-1.953125,-29.296875,1758405226.9131057,1758405226.917774
-50.29296875,244.62890625,-132.8125,-57.12890625,1758405226.9168587,1758405226.9216802
-48.33984375,-17.08984375,-262.6953125,-55.6640625,1758405226.9206116,1758405226.9255865
-45.41015625,-104.00390625,-234.375,-51.7578125,1758405226.9243646,1758405226.9294927
-58.59375,57.6171875,-49.31640625,-60.546875,1758405226.9281173,1758405226.933399
-43.45703125,145.99609375,23.4375,-61.03515625,1758405226.9318702,1758405226.9373052
-43.45703125,-522.94921875,-444.3359375,-60.546875,1758405226.9356232,1758405226.9412115
-62.98828125,-150.390625,-57.6171875,-77.1484375,1758405226.939376,1758405226.9451177
-52.734375,480.95703125,396.97265625,-74.21875,1758405226.943129,1758405226.949024
-51.26953125,119.62890625,83.49609375,-78.125,1758405226.946882,1758405226.9529302
-59.5703125,13.671875,51.26953125,-82.03125,1758405226.9518852,1758405226.9568365
-56.15234375,341.796875,279.78515625,-80.078125,1758405226.9568887,1758405226.9607427
-47.8515625,215.8203125,175.29296875,-75.1953125,1758405226.961892,1758405226.964649
-46.875,-312.98828125,-142.578125,-69.82421875,1758405226.966895,1758405226.9685552
-50.29296875,-214.35546875,-8.30078125,-71.77734375,1758405226.9718986,1758405226.9724615
-56.15234375,61.03515625,206.0546875,-62.98828125,1758405226.9769018,1758405226.9763677
-58.59375,-13.18359375,153.3203125,-56.15234375,1758405226.981905,1758405226.980274
-44.43359375,-480.95703125,-181.640625,-50.78125,1758405226.9869084,1758405226.9841802
-27.83203125,-531.73828125,-181.640625,-51.7578125,1758405226.9919116,1758405226.9880865
-22.94921875,401.85546875,511.71875,-57.6171875,1758405226.9969149,1758405226.9919927
-23.92578125,394.04296875,384.765625,-48.33984375,1758405227.0019183,1758405226.995899
-27.34375,56.640625,82.03125,-50.78125,1758405227.0069215,1758405226.9998052
-22.4609375,243.1640625,227.5390625,-55.6640625,1758405227.009433,1758405227.0037115
-24.4140625,480.95703125,377.44140625,-61.5234375,1758405227.0119448,1758405227.0076177
-33.69140625,269.04296875,204.58984375,-52.734375,1758405227.0144563,1758405227.011524
-31.73828125,104.4921875,94.23828125,-46.875,1758405227.016968,1758405227.0154302
-29.78515625,211.9140625,146.97265625,-52.734375,1758405227.0194795,1758405227.0193365
-33.203125,71.2890625,68.84765625,-51.7578125,1758405227.0219913,1758405227.0232427
-27.34375,-217.7734375,-54.6875,-46.38671875,1758405227.0245028,1758405227.027149
-21.97265625,-543.45703125,-235.83984375,-39.0625,1758405227.0270143,1758405227.0310552
-24.90234375,-90.33203125,189.94140625,-43.9453125,1758405227.029526,1758405227.0349615
-17.08984375,502.44140625,600.5859375,-46.38671875,1758405227.0320375,1758405227.0388677
-14.6484375,66.40625,210.44921875,-32.71484375,1758405227.0345492,1758405227.042774
-13.18359375,-584.47265625,-165.0390625,-18.06640625,1758405227.0370607,1758405227.0466802
-2.44140625,55.17578125,412.59765625,-20.01953125,1758405227.0407841,1758405227.0505865
-9.765625,517.08984375,727.5390625,-28.80859375,1758405227.0445075,1758405227.0544927
-16.11328125,103.02734375,381.8359375,-35.64453125,1758405227.0482306,1758405227.058399
-19.04296875,155.76171875,458.49609375,-41.50390625,1758405227.051954,1758405227.0623052
-17.578125,398.4375,618.65234375,-42.48046875,1758405227.0556774,1758405227.0662115
-6.34765625,187.5,442.87109375,-41.9921875,1758405227.0594008,1758405227.0701177
-7.8125,-443.84765625,34.66796875,-40.0390625,1758405227.0631242,1758405227.074024
-22.4609375,-675.78125,-59.5703125,-33.203125,1758405227.0668476,1758405227.0779302
-35.15625,269.04296875,678.7109375,-39.55078125,1758405227.070571,1758405227.0818365
-31.73828125,571.77734375,794.921875,-41.9921875,1758405227.074294,1758405227.0857427
-30.2734375,-2.9296875,301.7578125,-33.203125,1758405227.0780175,1758405227.089649
-33.203125,48.828125,319.3359375,-39.0625,1758405227.0817409,1758405227.0935552
-31.25,566.89453125,676.7578125,-41.50390625,1758405227.0866263,1758405227.0974615
-22.4609375,410.15625,514.6484375,-32.2265625,1758405227.0915117,1758405227.1013677
-18.5546875,126.46484375,245.1171875,-30.76171875,1758405227.0963972,1758405227.105274
-28.3203125,308.10546875,397.94921875,-29.78515625,1758405227.1012826,1758405227.1091802
-28.3203125,424.8046875,459.9609375,-35.15625,1758405227.106168,1758405227.1130865
