,TP9,AF7,AF8,TP10
0,2.8116658969840445,56.04300112274705,-103.32760573686338,2.216850990314946
1,5.485604685883133,167.2667477732457,-262.8768205602468,5.576309116876852
2,0.1359271337050516,176.4815423883444,-226.9199458156997,4.78034053174752
3,-1.4306541297300246,120.63976805073104,-210.51427060390412,2.995381740293613
4,2.189639823612506,124.51408303068422,-315.65094856991914,1.837475556998648
5,-5.278377121936828,121.45232800513077,-270.60018372297986,-1.8924891319214008
6,-5.995860351465012,145.21873125475076,-211.75713595429988,-5.702993447120107
7,3.754900342355228,166.96913285088067,-212.67760209257176,-7.225272278466264
8,0.3759501834328844,84.58893806897686,-291.7246361821908,-5.429661722416284
9,-4.529240273756166,115.49447218509158,-306.52506644368805,-4.657914836733298
10,-7.273364750142761,250.890958430693,-68.73064519815853,-10.220722358865372
11,-17.03914898290381,166.7863451692101,-110.53229173960972,-18.8738948016767
12,-18.52416927230015,90.8408621290182,-313.94813857054214,-23.778993099542447
13,-19.454222274636884,192.71237941882464,-167.241816034395,-20.61201662965257
14,-30.497158124036808,162.87465093264473,-130.13257823339154,-11.116893233356862
15,-30.24729449887448,106.60134376334828,-265.0111457203129,-5.186813718608931
16,-24.017199461714284,158.26959859640556,-230.08739264959516,-4.07577344428114
17,-27.581731989315017,150.10721455071325,-195.50097360219297,-2.206714928367319
18,-32.4761717646432,112.33458233787678,-224.0674616598626,-11.201580400175544
19,-35.738120938297016,96.24859740845568,-264.8524396583307,-22.7907128952869
20,-27.332381341062277,91.69959886349898,-301.1198826580294,-14.46480687469716
21,-14.572515846690749,158.6683063761484,-163.36621326181194,-2.3946335937765757
22,-17.043667139267427,157.8917728157503,-86.56492779125256,-2.7465229283886856
23,-15.657077677113648,74.12631962595333,-251.91319508516608,-1.7362889220880788
24,-9.19587807229368,161.15788313772646,-188.63358385900935,3.2805464558261974
25,-11.84769435162707,197.85741232604775,-69.54069663687551,-2.7740670656132806
26,-9.161932573015749,60.70391603191092,-230.76241855988337,-12.005438953301564
27,-0.2613346064249526,40.43896562697773,-288.9864532207139,-13.609351629798766
28,-2.2560263697000664,76.70208223520603,-223.10043028602377,-11.050246953189571
29,-8.060641849809599,69.82906724500208,-209.31658674951177,-3.655046213531023
30,6.885755899064861,50.47346592613758,-229.0329010682326,3.7415977648961416
31,21.77898223023658,40.86788544538285,-234.8699520168157,16.5327340508652
32,0.186558467845316,112.82263944471195,-128.542430914531,16.58394156707118
33,-14.139613988073506,166.37258643835958,-19.398536775916,1.0435257191488745
34,16.931200922642347,91.59719586929714,-103.80077319650444,16.562405976542777
35,37.07869521402608,48.06438225299644,-219.34015206350887,33.67079335236713
36,34.63394133438669,102.0595082577056,-146.15170098931412,29.87660391624422
37,48.6992624097893,113.35535952953796,-81.10759464002331,37.63650439371304
38,50.99286469413255,70.17216328655195,-137.59861642718897,40.022688878146255
39,42.03001140128527,34.94270644283097,-178.75007202319102,41.95509161407654
40,57.17970279178553,82.31346828218375,-88.66906788854976,54.46376149407115
41,64.89790752684075,97.99720869990416,-13.875440879695816,54.52777296237901
42,45.727639704147805,-13.200404353367048,-175.37355743563967,46.904265996968206
43,30.851228260502467,-7.802304017706774,-221.7561500010779,44.058845079069215
44,30.867403777617252,93.04317073746644,-4.087846069596708,39.03002425785826
45,28.637159548847197,69.31582971228636,24.3527181854588,23.760871323182528
46,22.779933424553747,0.9669560742477188,-142.22611069021514,13.12861096563529
47,22.318018537675016,42.52827763883397,-118.57032021833584,14.92561953411223
48,26.604423727044377,85.36385749050532,-24.0306979851448,17.92074663368271
49,33.07704589850073,24.783032632025424,-102.1619748538942,19.51267537087847
50,27.66121148412003,-6.820678959978977,-160.21229706262238,9.19227172794399
51,14.199783219500205,21.78319418625324,-117.2959352125763,-0.2431790881012148
52,10.238906205127025,65.34372574192821,-37.8220116404118,6.752294333842656
53,8.372850320204634,27.802048324694624,-67.21978637215216,3.543042236503652
54,8.161419974341698,-49.790108410670655,-187.4517735427362,-5.618203015579638
55,7.523016618654765,27.639441401988734,-75.89122138707899,-8.480664373209493
56,3.654245583750708,79.90310151837184,44.04622097249376,-20.39363779322821
57,9.29681588069434,-15.71817059692694,-94.97673357254826,-18.558992447811534
58,19.7664976637775,-75.56848691467894,-243.2243329026387,9.426072685216011
59,21.786511594483272,20.779609902354423,-147.22536866017617,23.80136640916453
60,20.92221639776062,142.0279152560979,104.84340388566488,19.23500714466809
61,29.526036885477424,34.75922317960067,20.92282034730306,23.313500980484605
62,32.549321461611726,-33.75960599645623,-182.67038698261604,26.874747376240062
63,19.36797695882842,72.5552917526802,-43.124532279442064,19.093674768434997
64,8.618080372665418,25.24421555295703,-10.648304070753513,12.412888101650424
65,5.42199874398716,-51.36969583333121,-160.4561978401034,5.094433624793055
66,0.4620556764878643,-18.96548428965616,-159.65081831539285,4.025968127616579
