12617.000000	-8.300781	-60.058594	-52.246094	-18.554688	0.000000	1759871592.388829	0.000000
12617.000000	-36.132812	-58.105469	-54.199219	-45.898438	0.000000	1759871592.391382	0.000000
12617.000000	-59.570312	-53.710938	-56.640625	-76.171875	0.000000	1759871592.393934	0.000000
12617.000000	-33.691406	-46.386719	-53.710938	-54.687500	0.000000	1759871592.396487	0.000000
12617.000000	-14.160156	-44.433594	-55.664062	-20.996094	0.000000	1759871592.399040	0.000000
12617.000000	-24.414062	-50.781250	-56.152344	-27.832031	0.000000	1759871592.401592	0.000000
12617.000000	-55.664062	-53.222656	-48.828125	-64.453125	0.000000	1759871592.404145	0.000000
12617.000000	-53.222656	-51.757812	-46.386719	-62.011719	0.000000	1759871592.406698	0.000000
12617.000000	-14.648438	-56.640625	-51.269531	-20.019531	0.000000	1759871592.409251	0.000000
12617.000000	-18.554688	-63.964844	-56.640625	-10.253906	0.000000	1759871592.411803	0.000000
12617.000000	-49.804688	-61.523438	-55.664062	-62.011719	0.000000	1759871592.414356	0.000000
12617.000000	-53.710938	-62.500000	-57.617188	-73.242188	0.000000	1759871592.416909	0.000000
12618.000000	-20.507812	-63.964844	-58.105469	-22.460938	0.000000	1759871592.421780	0.000000
12618.000000	-8.300781	-59.570312	-56.640625	-8.300781	0.000000	1759871592.426651	0.000000
12618.000000	-31.738281	-58.593750	-61.035156	-33.691406	0.000000	1759871592.431523	0.000000
12618.000000	-41.992188	-60.058594	-54.199219	-51.757812	0.000000	1759871592.436394	0.000000
12618.000000	-33.691406	-63.964844	-50.292969	-46.875000	0.000000	1759871592.441265	0.000000
12618.000000	-21.972656	-65.917969	-47.851562	-12.207031	0.000000	1759871592.446136	0.000000
12618.000000	-22.949219	-62.011719	-42.480469	-13.183594	0.000000	1759871592.451008	0.000000
12618.000000	-54.199219	-64.941406	-47.363281	-54.687500	0.000000	1759871592.455879	0.000000
12618.000000	-48.339844	-65.917969	-51.757812	-60.058594	0.000000	1759871592.460750	0.000000
12618.000000	-13.671875	-64.453125	-48.828125	-27.343750	0.000000	1759871592.465621	0.000000
12618.000000	-25.390625	-66.894531	-46.875000	-22.949219	0.000000	1759871592.470493	0.000000
12618.000000	-49.804688	-59.570312	-47.363281	-56.152344	0.000000	1759871592.475364	0.000000
12619.000000	-48.339844	-54.687500	-51.269531	-57.617188	0.000000	1759871592.477855	0.000000
12619.000000	-24.902344	-58.593750	-44.433594	-25.390625	0.000000	1759871592.480347	0.000000
12619.000000	-19.531250	-62.011719	-39.550781	-13.671875	0.000000	1759871592.482838	0.000000
12619.000000	-42.480469	-57.128906	-43.945312	-42.480469	0.000000	1759871592.485329	0.000000
12619.000000	-57.128906	-56.640625	-44.433594	-56.152344	0.000000	1759871592.487821	0.000000
12619.000000	-31.250000	-55.664062	-47.851562	-23.437500	0.000000	1759871592.490312	0.000000
12619.000000	-15.136719	-56.152344	-53.710938	1.953125	0.000000	1759871592.492803	0.000000
12619.000000	-42.480469	-59.082031	-54.687500	-24.414062	0.000000	1759871592.495295	0.000000
12619.000000	-53.222656	-58.105469	-51.269531	-56.640625	0.000000	1759871592.497786	0.000000
12619.000000	-29.785156	-56.152344	-50.781250	-45.898438	0.000000	1759871592.500277	0.000000
12619.000000	-13.671875	-56.640625	-57.617188	-0.488281	0.000000	1759871592.502769	0.000000
12619.000000	-36.621094	-55.664062	-58.593750	-12.695312	0.000000	1759871592.505260	0.000000
12620.000000	-62.011719	-50.292969	-52.734375	-64.941406	0.000000	1759871592.510260	0.000000
12620.000000	-45.898438	-44.433594	-52.246094	-57.128906	0.000000	1759871592.515259	0.000000
12620.000000	-20.019531	-41.015625	-52.734375	-22.460938	0.000000	1759871592.520259	0.000000
12620.000000	-26.367188	-42.968750	-52.246094	-26.367188	0.000000	1759871592.525258	0.000000
12620.000000	-54.199219	-47.851562	-57.128906	-62.988281	0.000000	1759871592.530258	0.000000
12620.000000	-54.687500	-46.875000	-56.152344	-64.941406	0.000000	1759871592.535257	0.000000
12620.000000	-20.019531	-44.433594	-53.710938	-20.019531	0.000000	1759871592.540257	0.000000
12620.000000	-17.089844	-38.574219	-47.851562	-14.648438	0.000000	1759871592.545257	0.000000
12620.000000	-51.757812	-30.273438	-41.503906	-68.359375	0.000000	1759871592.550256	0.000000
12620.000000	-54.687500	-30.761719	-40.039062	-77.636719	0.000000	1759871592.555256	0.000000
12620.000000	-26.855469	-26.367188	-40.039062	-45.898438	0.000000	1759871592.560255	0.000000
12620.000000	-22.460938	-33.203125	-49.316406	-22.460938	0.000000	1759871592.565255	0.000000
12621.000000	-44.921875	-40.039062	-56.152344	-50.781250	0.000000	1759871592.569007	0.000000
12621.000000	-63.964844	-41.015625	-55.175781	-75.195312	0.000000	1759871592.572759	0.000000
12621.000000	-48.828125	-43.945312	-57.617188	-68.359375	0.000000	1759871592.576511	0.000000
12621.000000	-28.320312	-38.085938	-62.500000	-48.339844	0.000000	1759871592.580264	0.000000
12621.000000	-50.781250	-38.085938	-64.453125	-62.011719	0.000000	1759871592.584016	0.000000
12621.000000	-76.660156	-43.945312	-63.476562	-99.609375	0.000000	1759871592.587768	0.000000
12621.000000	-53.222656	-39.062500	-56.152344	-86.425781	0.000000	1759871592.591520	0.000000
12621.000000	-16.113281	-34.179688	-51.269531	-33.203125	0.000000	1759871592.595272	0.000000
12621.000000	-21.484375	-32.226562	-52.734375	-24.414062	0.000000	1759871592.599025	0.000000
12621.000000	-44.433594	-30.273438	-54.687500	-58.593750	0.000000	1759871592.602777	0.000000
12621.000000	-47.851562	-34.667969	-51.757812	-63.964844	0.000000	1759871592.606529	0.000000
12621.000000	-30.761719	-36.621094	-48.339844	-41.015625	0.000000	1759871592.610281	0.000000
12622.000000	-22.949219	-38.085938	-50.781250	-24.414062	0.000000	1759871592.614054	0.000000
