,COMB0_Delta,COMB1_Delta,COMB2_Delta,COMB3_Delta,COMB4_Delta,COMB5_Delta,COMB6_Delta,COMB7_Delta,COMB8_Delta,COMB9_Delta,COMB10_Delta,COMB11_Delta,COMB12_Delta,COMB13_Delta,COMB14_Delta,COMB15_Delta,COMB0_Theta,COMB1_Theta,COMB2_Theta,COMB3_Theta,COMB4_Theta,COMB5_Theta,COMB6_Theta,COMB7_Theta,COMB8_Theta,COMB9_Theta,COMB10_Theta,COMB11_Theta,COMB12_Theta,COMB13_Theta,COMB14_Theta,COMB15_Theta,COMB0_Alpha,COMB1_Alpha,COMB2_Alpha,COMB3_Alpha,COMB4_Alpha,COMB5_Alpha,COMB6_Alpha,COMB7_Alpha,COMB8_Alpha,COMB9_Alpha,COMB10_Alpha,COMB11_Alpha,COMB12_Alpha,COMB13_Alpha,COMB14_Alpha,COMB15_Alpha,COMB0_Beta,COMB1_Beta,COMB2_Beta,COMB3_Beta,COMB4_Beta,COMB5_Beta,COMB6_Beta,COMB7_Beta,COMB8_Beta,COMB9_Beta,COMB10_Beta,COMB11_Beta,COMB12_Beta,COMB13_Beta,COMB14_Beta,COMB15_Beta,COMB0_Gamma,COMB1_Gamma,COMB2_Gamma,COMB3_Gamma,COMB4_Gamma,COMB5_Gamma,COMB6_Gamma,COMB7_Gamma,COMB8_Gamma,COMB9_Gamma,COMB10_Gamma,COMB11_Gamma,COMB12_Gamma,COMB13_Gamma,COMB14_Gamma,COMB15_Gamma
0,2.845693269770873,2.938264153541815,2.2335576394878114,4.442462967587868,106.43258776430535,17.533406674165207,4.525806706506922,4.598733630254639,11.257689415836671,8.245458411759701,5.408990980222358,3.0601536778800273,12.839579976658106,10.120147974324567,5.854458402258991,12.753606198323848,2.708435254756048,2.7483448312227865,2.034120088335918,4.151721920359722,31.205687336079063,20.342157850696303,4.292878863965087,4.421424486469672,11.874110197364747,8.737951792113504,5.302666997529662,2.894408866678087,14.078973566972317,9.732871406283977,4.949347700993567,13.033201204853471,2.2648841993500493,2.183798682648379,1.7594539067712223,3.770402059310252,51.20803737590391,27.291790947517228,4.834100580976862,4.566943794370924,8.686174792146758,10.77567201168567,8.106587564928073,2.893163480967258,15.879285046771491,10.473333802991565,6.950550016783208,19.29451064164089,1.9781060610998762,1.8300142210371213,1.7749785930502862,4.663758268311147,121.60175071906087,0.8180013806514697,5.578976944839027,3.9769609013364287,7.554661454141416,50.444773857239454,16.820111958820778,3.9552082026744073,14.14113355572137,-3.3573610194548738,18.732188308240673,19.599109222832332,1.7980147079822606,1.6082535284939088,1.6193699822080028,9.565371068286197,-17.292729803830937,-5.281793226047653,2.6808628463333353,9.888859519641763,-39.55639784493563,25.859579596726537,16.143268579948526,15.818852075920562,11.150400954044612,25.405341002434135,12.557400428824707,635.5805380924381
,COMB0_Delta,COMB1_Delta,COMB2_Delta,COMB3_Delta,COMB4_Delta,COMB5_Delta,COMB6_Delta,COMB7_Delta,COMB8_Delta,COMB9_Delta,COMB10_Delta,COMB11_Delta,COMB12_Delta,COMB13_Delta,COMB14_Delta,COMB15_Delta,COMB0_Theta,COMB1_Theta,COMB2_Theta,COMB3_Theta,COMB4_Theta,COMB5_Theta,COMB6_Theta,COMB7_Theta,COMB8_Theta,COMB9_Theta,COMB10_Theta,COMB11_Theta,COMB12_Theta,COMB13_Theta,COMB14_Theta,COMB15_Theta,COMB0_Alpha,COMB1_Alpha,COMB2_Alpha,COMB3_Alpha,COMB4_Alpha,COMB5_Alpha,COMB6_Alpha,COMB7_Alpha,COMB8_Alpha,COMB9_Alpha,COMB10_Alpha,COMB11_Alpha,COMB12_Alpha,COMB13_Alpha,COMB14_Alpha,COMB15_Alpha,COMB0_Beta,COMB1_Beta,COMB2_Beta,COMB3_Beta,COMB4_Beta,COMB5_Beta,COMB6_Beta,COMB7_Beta,COMB8_Beta,COMB9_Beta,COMB10_Beta,COMB11_Beta,COMB12_Beta,COMB13_Beta,COMB14_Beta,COMB15_Beta,COMB0_Gamma,COMB1_Gamma,COMB2_Gamma,COMB3_Gamma,COMB4_Gamma,COMB5_Gamma,COMB6_Gamma,COMB7_Gamma,COMB8_Gamma,COMB9_Gamma,COMB10_Gamma,COMB11_Gamma,COMB12_Gamma,COMB13_Gamma,COMB14_Gamma,COMB15_Gamma
0,3.5847914291368235,3.1769485467004666,2.391044027244776,5.476211732852683,121.69806551354569,18.78043231545512,4.8331649491896975,5.706314394827583,13.986230210445058,8.999609195348038,5.851631175567947,3.9296280421878613,15.409794123021552,10.762550191803905,6.161486768101163,15.270865242595114,3.4894504932854353,3.312875202353773,2.400583218383907,5.508857689814845,23.754814035386126,23.81764120778105,4.931059397191309,5.89864334707483,14.987548659814355,10.306724159856387,6.074242189637236,4.002342415637937,17.37424226511351,11.620235382053156,5.734747139866549,16.835348273952928,2.9653047007439888,2.7484894454172553,2.1027206063562183,5.287689964164818,65.55511357578217,31.897295525759894,5.55633131694223,6.185564424432927,11.133982888081162,12.870187672916703,9.469619239249479,4.147782984553721,19.778989469417475,12.560465197828588,7.973151919370169,26.58531498948449,2.5920567500770972,2.3218506862803543,2.1145715288103295,6.212701365827822,149.1025731883009,1.420795350837217,6.364030742565291,5.259169373059673,14.20378633591679,58.90014813046072,18.734384392745707,5.047668561897027,13.423276623319806,-3.255374021702111,21.607317008390865,23.774120237139748,2.252350153184354,1.9291813722061983,1.8389963327318655,12.210048155518539,-16.86774881566652,-7.928040193022472,3.018864825813185,12.9511746632138,-50.64130717549147,27.640331155822725,17.79959879973987,19.99752037540065,25.053797122088785,28.3435442399792,13.844071708190139,683.1232780042694
,COMB0_Delta,COMB1_Delta,COMB2_Delta,COMB3_Delta,COMB4_Delta,COMB5_Delta,COMB6_Delta,COMB7_Delta,COMB8_Delta,COMB9_Delta,COMB10_Delta,COMB11_Delta,COMB12_Delta,COMB13_Delta,COMB14_Delta,COMB15_Delta,COMB0_Theta,COMB1_Theta,COMB2_Theta,COMB3_Theta,COMB4_Theta,COMB5_Theta,COMB6_Theta,COMB7_Theta,COMB8_Theta,COMB9_Theta,COMB10_Theta,COMB11_Theta,COMB12_Theta,COMB13_Theta,COMB14_Theta,COMB15_Theta,COMB0_Alpha,COMB1_Alpha,COMB2_Alpha,COMB3_Alpha,COMB4_Alpha,COMB5_Alpha,COMB6_Alpha,COMB7_Alpha,COMB8_Alpha,COMB9_Alpha,COMB10_Alpha,COMB11_Alpha,COMB12_Alpha,COMB13_Alpha,COMB14_Alpha,COMB15_Alpha,COMB0_Beta,COMB1_Beta,COMB2_Beta,COMB3_Beta,COMB4_Beta,COMB5_Beta,COMB6_Beta,COMB7_Beta,COMB8_Beta,COMB9_Beta,COMB10_Beta,COMB11_Beta,COMB12_Beta,COMB13_Beta,COMB14_Beta,COMB15_Beta,COMB0_Gamma,COMB1_Gamma,COMB2_Gamma,COMB3_Gamma,COMB4_Gamma,COMB5_Gamma,COMB6_Gamma,COMB7_Gamma,COMB8_Gamma,COMB9_Gamma,COMB10_Gamma,COMB11_Gamma,COMB12_Gamma,COMB13_Gamma,COMB14_Gamma,COMB15_Gamma
0,2.747926649853893,2.730137497093223,2.2593405797187196,4.288550034649255,96.64370787371024,16.336176859043515,4.557851856766906,4.416980784096766,11.166905419587753,7.836776758866945,5.553227940004824,3.0035100979287206,12.395092991265386,9.439026042375112,5.8588713080425325,12.25615089524672,2.6503548794156755,2.697318301918928,2.148770150674328,4.14132770012347,25.685251349094273,20.81206247365869,4.565041006946345,4.41536543126793,12.25265124960496,8.905957149944404,5.722374697913031,2.965276783834976,14.291119156270376,9.922184980969398,5.336377016748376,13.047378047159498,2.0979020066314757,2.029926951462635,1.6655883419357271,3.5588699153342587,52.29814763058245,27.315379803830144,4.899342647061594,4.645622136815611,8.955522309546094,10.817425862398132,8.465545325171966,2.9562420039516986,15.933090670522533,10.407488766092783,7.1033775234846575,20.130103738190662,1.8873393871329092,1.6723929896929417,1.7419248990350906,4.593133068692481,119.29560337696003,0.41089515384107245,5.569060911212861,3.992886191637763,10.999895721919678,48.88963056809697,17.274554116581154,4.010269778726021,18.398304587366848,-4.044636847473539,19.647171728291937,19.162795425895073,1.6878589672154576,1.4223731019411665,1.5157806770456714,8.920963971591048,-16.483023982015744,-7.701455178322021,2.639033302565385,8.97110161674018,-40.90088849030615,32.57252155698793,16.21341506635017,15.409841980259742,15.811633004606415,25.017819440068937,12.84687173836915,591.0664284165525
,COMB0_Delta,COMB1_Delta,COMB2_Delta,COMB3_Delta,COMB4_Delta,COMB5_Delta,COMB6_Delta,COMB7_Delta,COMB8_Delta,COMB9_Delta,COMB10_Delta,COMB11_Delta,COMB12_Delta,COMB13_Delta,COMB14_Delta,COMB15_Delta,COMB0_Theta,COMB1_Theta,COMB2_Theta,COMB3_Theta,COMB4_Theta,COMB5_Theta,COMB6_Theta,COMB7_Theta,COMB8_Theta,COMB9_Theta,COMB10_Theta,COMB11_Theta,COMB12_Theta,COMB13_Theta,COMB14_Theta,COMB15_Theta,COMB0_Alpha,COMB1_Alpha,COMB2_Alpha,COMB3_Alpha,COMB4_Alpha,COMB5_Alpha,COMB6_Alpha,COMB7_Alpha,COMB8_Alpha,COMB9_Alpha,COMB10_Alpha,COMB11_Alpha,COMB12_Alpha,COMB13_Alpha,COMB14_Alpha,COMB15_Alpha,COMB0_Beta,COMB1_Beta,COMB2_Beta,COMB3_Beta,COMB4_Beta,COMB5_Beta,COMB6_Beta,COMB7_Beta,COMB8_Beta,COMB9_Beta,COMB10_Beta,COMB11_Beta,COMB12_Beta,COMB13_Beta,COMB14_Beta,COMB15_Beta,COMB0_Gamma,COMB1_Gamma,COMB2_Gamma,COMB3_Gamma,COMB4_Gamma,COMB5_Gamma,COMB6_Gamma,COMB7_Gamma,COMB8_Gamma,COMB9_Gamma,COMB10_Gamma,COMB11_Gamma,COMB12_Gamma,COMB13_Gamma,COMB14_Gamma,COMB15_Gamma
0,2.986245867617308,2.925665458015566,2.1720872729983336,4.632764428684614,111.60438241722146,17.83027568816324,4.542895720230765,4.933242796799418,12.051924183917126,8.434350614075093,5.443367166033729,3.314679708341095,13.329650312695987,10.119250715911305,5.733982661016473,13.223272658884213,3.074732103513227,2.858893894771854,2.12809191488079,4.693324220071768,26.213452392223644,20.995743711283744,4.42295591508006,4.93794247660074,13.737033297410827,9.220134322222023,5.63087854644257,3.423471993018468,16.054237629421046,10.2130146513183,5.196219257757802,14.72433020769752,2.604114261271912,2.2673026010696113,1.7170800214835826,4.469315507183167,53.496132090045776,27.770890977281518,4.777014324288838,5.278302475646246,10.080698483938413,11.221964384287455,8.322911765913148,3.5251255594660953,17.565871215642634,10.640701447108883,6.881532893849281,22.70513423745243,2.329725319635451,1.9277366298956697,1.7331299816024541,5.308298254743904,149.44296337229605,2.4916353642281592,5.4488776486209565,4.482446557474441,11.030089966479066,52.74517316690393,16.916054304719655,4.38979248589241,15.441885268524446,-3.289524663468408,19.14904043355243,20.403595396583913,2.11033738845193,1.6783174020929401,1.622685709075675,10.63847793602526,-14.951660735882852,-5.562692481946044,2.73585025064999,11.945928736111762,-47.30554890924067,30.19190277521967,16.113484514651113,16.441027221859937,20.53803861079022,26.102106532683834,12.717402552218346,641.2438688144831
,COMB0_Delta,COMB1_Delta,COMB2_Delta,COMB3_Delta,COMB4_Delta,COMB5_Delta,COMB6_Delta,COMB7_Delta,COMB8_Delta,COMB9_Delta,COMB10_Delta,COMB11_Delta,COMB12_Delta,COMB13_Delta,COMB14_Delta,COMB15_Delta,COMB0_Theta,COMB1_Theta,COMB2_Theta,COMB3_Theta,COMB4_Theta,COMB5_Theta,COMB6_Theta,COMB7_Theta,COMB8_Theta,COMB9_Theta,COMB10_Theta,COMB11_Theta,COMB12_Theta,COMB13_Theta,COMB14_Theta,COMB15_Theta,COMB0_Alpha,COMB1_Alpha,COMB2_Alpha,COMB3_Alpha,COMB4_Alpha,COMB5_Alpha,COMB6_Alpha,COMB7_Alpha,COMB8_Alpha,COMB9_Alpha,COMB10_Alpha,COMB11_Alpha,COMB12_Alpha,COMB13_Alpha,COMB14_Alpha,COMB15_Alpha,COMB0_Beta,COMB1_Beta,COMB2_Beta,COMB3_Beta,COMB4_Beta,COMB5_Beta,COMB6_Beta,COMB7_Beta,COMB8_Beta,COMB9_Beta,COMB10_Beta,COMB11_Beta,COMB12_Beta,COMB13_Beta,COMB14_Beta,COMB15_Beta,COMB0_Gamma,COMB1_Gamma,COMB2_Gamma,COMB3_Gamma,COMB4_Gamma,COMB5_Gamma,COMB6_Gamma,COMB7_Gamma,COMB8_Gamma,COMB9_Gamma,COMB10_Gamma,COMB11_Gamma,COMB12_Gamma,COMB13_Gamma,COMB14_Gamma,COMB15_Gamma
0,3.0066026594017683,2.69709337727146,2.0592828864859847,4.6677037793831655,112.0238061154874,16.613078059940534,4.2787026607872,4.889640730720974,12.161853124202104,7.8835129951743905,5.202596336771751,3.330901200291029,13.393628756495627,9.486490184498408,5.505584821488984,13.275665775439615,3.216054887127239,2.8623688508474494,2.097823410915435,4.8846249262152295,32.72504488078097,21.44006677005225,4.426706940219352,5.275677370428287,14.356840665046068,9.265168836681406,5.545887015986446,3.6025136955373327,16.40580276215288,10.104644175182552,5.032346598989234,15.046944972801766,2.6715460090544974,2.2444359842133665,1.7413556893392885,4.56870025364715,58.665222691365585,28.116414028883636,4.922852200185859,5.483936800929967,10.353858730646863,11.176225213279892,8.447429608006624,3.587469238380135,18.06468510814928,10.776588692753567,7.048348497885754,23.454807680611157,2.5280864603801168,2.0743591915451143,1.8680861230132302,5.666800806665066,146.93561305825074,3.2070828187132188,5.652463383041518,4.688587516317051,10.664830580806356,52.59427627527856,17.3737137929488,4.597464982046317,17.021043875062777,-1.8705647352024874,19.64445314708827,22.164301850765256,2.349643104436906,1.7501405191196737,1.6414387940354178,10.938056062804604,-15.686998534854713,-5.991723903293459,2.66696987375412,12.34219644525137,-49.268262296657454,32.08078808993029,16.26210392123527,18.04252797326079,20.751102728648895,26.46130547080282,12.7764347811255,680.3454704504584
,COMB0_Delta,COMB1_Delta,COMB2_Delta,COMB3_Delta,COMB4_Delta,COMB5_Delta,COMB6_Delta,COMB7_Delta,COMB8_Delta,COMB9_Delta,COMB10_Delta,COMB11_Delta,COMB12_Delta,COMB13_Delta,COMB14_Delta,COMB15_Delta,COMB0_Theta,COMB1_Theta,COMB2_Theta,COMB3_Theta,COMB4_Theta,COMB5_Theta,COMB6_Theta,COMB7_Theta,COMB8_Theta,COMB9_Theta,COMB10_Theta,COMB11_Theta,COMB12_Theta,COMB13_Theta,COMB14_Theta,COMB15_Theta,COMB0_Alpha,COMB1_Alpha,COMB2_Alpha,COMB3_Alpha,COMB4_Alpha,COMB5_Alpha,COMB6_Alpha,COMB7_Alpha,COMB8_Alpha,COMB9_Alpha,COMB10_Alpha,COMB11_Alpha,COMB12_Alpha,COMB13_Alpha,COMB14_Alpha,COMB15_Alpha,COMB0_Beta,COMB1_Beta,COMB2_Beta,COMB3_Beta,COMB4_Beta,COMB5_Beta,COMB6_Beta,COMB7_Beta,COMB8_Beta,COMB9_Beta,COMB10_Beta,COMB11_Beta,COMB12_Beta,COMB13_Beta,COMB14_Beta,COMB15_Beta,COMB0_Gamma,COMB1_Gamma,COMB2_Gamma,COMB3_Gamma,COMB4_Gamma,COMB5_Gamma,COMB6_Gamma,COMB7_Gamma,COMB8_Gamma,COMB9_Gamma,COMB10_Gamma,COMB11_Gamma,COMB12_Gamma,COMB13_Gamma,COMB14_Gamma,COMB15_Gamma
0,2.634721561551103,2.878439610208053,2.1304034315843445,4.081815325633457,97.76402573067797,17.308536183320832,4.374393531650452,4.247912421072915,10.574311040311056,8.055165388870467,5.174384694785926,2.768465625424006,12.065682717132152,9.933809548023596,5.6448790073268835,11.839635939161505,2.6477816804656418,2.830949340109923,1.9791969607829611,4.100364708992979,27.039560004271944,21.189424595083032,4.11216640684202,4.234891734195104,11.492466013670901,8.874684845432302,5.04032588093674,2.708799748107909,13.711140460313288,10.109439759205937,4.784516971615272,12.457711449834836,2.1651998235541914,2.192082572845295,1.545577650591201,3.760662599704335,49.963855132002855,27.304568115030055,4.358325203457666,4.521114381466362,8.279410464537685,10.741028231416887,7.38103923837228,2.849272567813157,15.551526150026374,10.574459261480069,6.45550786795274,20.2280696591368,1.8768582220600327,1.6639514259557677,1.571713665803063,4.433920283846396,135.6017670587943,3.6011436361360434,5.108438204223604,3.750832361783325,5.168007753044393,49.48160660873787,15.789286404334693,3.824694569773339,15.35527837264815,-2.1691790841987464,17.71166258636464,17.364830271082273,1.8043619435043774,1.5281319366511767,1.5430463907911134,9.530691030875872,-14.401645823810052,-8.649386723227764,2.5643170458173885,9.489904126876286,-42.05350224313906,28.532115263989667,15.569846647416405,15.773883539438966,18.42565326178269,24.521439041370932,12.16594781978179,592.3807593616533
