1029.000000	-2.929688	337.890625	-337.890625	-3.417969	0.000000	1758422950.257379	0.000000
1029.000000	-8.789062	377.929688	-256.347656	-4.394531	0.000000	1758422950.261155	0.000000
1029.000000	-12.695312	350.585938	-278.320312	-5.859375	0.000000	1758422950.264931	0.000000
1029.000000	-8.300781	318.359375	-349.121094	-9.765625	0.000000	1758422950.268707	0.000000
1029.000000	-13.183594	312.988281	-376.464844	-8.789062	0.000000	1758422950.272483	0.000000
1029.000000	-17.578125	335.937500	-325.195312	-12.207031	0.000000	1758422950.276259	0.000000
1029.000000	-8.789062	392.578125	-239.746094	-17.089844	0.000000	1758422950.280035	0.000000
1029.000000	-10.742188	310.546875	-318.847656	-18.066406	0.000000	1758422950.283812	0.000000
1029.000000	-12.207031	255.371094	-476.074219	-15.136719	0.000000	1758422950.287588	0.000000
1029.000000	-14.160156	452.148438	-193.359375	-14.160156	0.000000	1758422950.291363	0.000000
1029.000000	-23.925781	403.808594	-141.113281	-24.902344	0.000000	1758422950.295140	0.000000
1029.000000	-29.785156	312.500000	-341.308594	-33.203125	0.000000	1758422950.298916	0.000000
1030.000000	-27.343750	362.792969	-308.105469	-36.132812	0.000000	1758422950.302663	0.000000
1030.000000	-38.085938	383.300781	-227.539062	-23.925781	0.000000	1758422950.306411	0.000000
1030.000000	-41.015625	342.285156	-283.691406	-16.601562	0.000000	1758422950.310158	0.000000
1030.000000	-37.597656	346.191406	-326.660156	-18.066406	0.000000	1758422950.313906	0.000000
1030.000000	-39.062500	368.164062	-290.527344	-12.695312	0.000000	1758422950.317654	0.000000
1030.000000	-39.062500	322.265625	-328.125000	-16.113281	0.000000	1758422950.321401	0.000000
1030.000000	-48.828125	343.750000	-292.968750	-28.320312	0.000000	1758422950.325149	0.000000
1030.000000	-43.945312	276.367188	-412.109375	-31.250000	0.000000	1758422950.328896	0.000000
1030.000000	-31.738281	349.121094	-322.265625	-19.531250	0.000000	1758422950.332644	0.000000
1030.000000	-29.785156	389.648438	-167.968750	-13.671875	0.000000	1758422950.336391	0.000000
1030.000000	-28.320312	282.714844	-337.402344	-13.183594	0.000000	1758422950.340139	0.000000
1030.000000	-23.437500	367.187500	-278.320312	-6.835938	0.000000	1758422950.343887	0.000000
1031.000000	-24.414062	403.808594	-197.753906	-13.183594	0.000000	1758422950.347651	0.000000
