,Fz,C3,Cz,C4
0,11.757252529704903,27.972205851802336,48.74306189421087,74.361515751674
1,13.505159121528513,35.49275359707208,58.14801827858755,96.53775690532142
2,15.29973785008536,39.84462660819504,69.6082890916802,105.86776208098534
3,16.683057571212608,46.665027603819446,67.262478165521,95.47970953610432
4,18.11377529211397,45.410464697823606,74.09453866538396,61.80877575122861
5,19.52599518930407,48.227621284971946,62.51446945213659,38.49094215456567
6,20.400896474246984,48.42334277171879,47.01920703329697,11.19382735818136
7,21.44674782727337,44.4542173571095,31.020501605031413,-2.30901545861245
8,23.10288629840244,40.22707417626504,15.155552396269831,-21.22735463286837
9,23.44173468509093,36.085907635685416,2.7932755876112907,-14.25599744555359
10,23.29327772515005,29.14313247647792,-10.239369629587747,8.229709807404163
11,24.686765934782123,22.280362756175407,-17.950231465800712,35.08525541516492
12,24.7640948585899,15.376359650463314,-12.922342880104864,59.5025167614447
13,23.381894139416676,8.361973064040779,0.97880366188652,76.2005263908903
14,23.449676521191545,1.4571918768440817,8.366089372301442,105.06167995682176
15,22.93336255674631,-4.235826063773835,24.35958846390553,85.64424208207348
16,22.06396265831942,-6.370281718974084,38.828416085511,82.6271980247351
17,20.616683046814025,-5.709432361669393,50.683987757897015,50.69398190298253
18,19.86951474464076,-7.992563963536892,67.30441563514937,27.074070478171837
19,18.48134121172544,-5.820508635064961,67.51554991390668,4.256907951981965
20,16.763938228718523,-4.507321808350767,72.20631527450524,-14.478333494119909
21,15.37395154347445,2.8210751230540687,64.21351003903365,-9.30745465710985
22,13.511451033024956,8.232729175716447,58.33752267136192,0.3773856617048139
23,11.690292463593511,14.26212706817874,40.547769251322805,21.194589549341018
24,9.999999999999982,21.4808656666049,26.20976418979244,49.04068621731191
25,8.198826721237044,28.418627097014856,12.796477156947276,80.11576014634636
26,6.411001690959547,34.40739603362132,-2.868175343014485,100.24539102327668
27,4.825662122565004,39.68106876408474,-4.960244476743988,93.24770732496108
28,2.9719990667807394,42.738978413410265,-9.071754282996636,78.47234304782847
29,1.812046155996967,45.31690016906122,-9.618978930850451,61.4230786956112
30,0.7503690877849039,47.91606459442089,-0.3482896058310274,38.51303465975903
31,-1.3492747781514467,44.86715094186854,15.059682821123292,9.911138256865453
32,-1.4579934780066264,46.51921887399725,28.987615296692116,-13.484408115004548
33,-2.728427939371752,40.4276452429944,43.46048337916372,-24.54042363449622
34,-3.0529871572557443,35.850115170853954,57.07028051810974,-9.008141402367208
35,-3.7550746301074,28.25448783396824,62.788405121426806,5.601000902640202
36,-3.824828777545768,22.3282009895418,72.44893783446003,34.71370700413719
37,-3.5568807033396617,14.73884471332693,74.84094930136811,60.36183676151991
38,-3.3244028883037053,8.962242659555667,59.191718855007785,76.19854219984984
39,-3.854241313753283,1.478127932106556,48.64675666519746,92.24118022563312
40,-2.783069444992325,-3.6117810876017034,37.11471816514371,90.86662567472833
41,-2.016010290047017,-5.607268329774705,21.327892401396845,74.94834598254246
42,-1.3053528600173951,-5.699998240387526,7.044098564737421,53.03250834689782
43,0.6668936228413873,-7.809191020021235,-7.835366850418332,25.652266079093856
44,1.3855954672473343,-5.360816153375311,-17.390325305358516,-1.010526615867953
45,3.194581086621056,-2.3887656377111988,-10.56361418386374,-18.94470354624769
46,4.967489964709294,0.6632060055015998,-5.91930076049119,-12.476884438331616
47,6.339276957550336,7.672144139137615,1.6880833313873111,-4.049041347836734
48,8.296505182114565,14.264343780775988,20.0884117101616,22.350375460395085
49,10.00000000000008,21.545788035169945,34.5705153253877,49.03044121754199
50,11.737347104878747,28.442868542576928,51.25240560722531,72.02865140106621
51,13.563862658802408,34.02029407131345,59.4342496003045,82.02137641687075
52,15.101302562000196,42.18903941473321,75.22629918587313,101.78836339426768
53,16.596389413491245,46.96323750215317,78.12683636282182,79.99226964265506
54,18.28433474039745,45.21334113569108,67.79117597569945,64.77304550348991
55,19.638109629149533,49.89308044260888,61.99171313404625,38.35618958819312
56,20.57525272749266,46.14145427785501,47.50897067872821,17.11168873914058
57,22.517928139355917,46.91302851771758,31.09383648698265,-10.83045846010679
58,22.359595896628456,41.97369145402827,14.62616333927472,-18.79731160256192
59,23.444383960157158,34.242077391851616,2.907301573375886,-6.100884253827715
60,23.66547896994379,29.121143210315864,-12.81616032117875,10.54962291914795
61,23.515839637386268,22.32345067525846,-8.892210078600833,34.267254804281976
62,24.12614348588433,15.10406383216464,-11.427226058083312,61.90700395249328
63,23.48475142963776,7.478860488893774,-1.3757243771518688,85.10184849138295
64,23.927315302269268,0.9192686308638436,5.637212700202131,96.19656019611644
65,22.48528094010235,-1.637798594035175,22.68644914263548,83.08778699976702
66,22.167596167813564,-8.494947349153747,39.047885950695374,80.34606283584904
67,21.221859020511573,-7.487538808532651,53.61446573539369,51.44903824130607
68,19.80942058471584,-10.706742226902133,64.68433990073729,26.23834531624929
69,17.999022278242954,-8.157015314698132,72.55024810248406,-6.860190006702489
70,16.628900570027767,-3.8847476964338954,75.44466924188492,-14.225263109422649
71,15.128190638647103,0.9517123552345764,66.73206595820801,-24.06510289901405
72,13.424250912243402,6.50880510822744,53.61753610800763,3.857505924455559
73,11.85271468875525,14.548523110335958,40.90488065028747,19.38517129540751
74,9.999999999999908,21.545938612081432,26.087416229952787,48.07447681050088
75,8.22039183977755,27.564673262180374,11.30934822571198,69.50072347609485
76,6.462948552505313,34.43969523472845,-4.579865329902233,95.09579196903564
77,4.862680802124534,39.37124177221729,-6.49645891360003,106.91939925239866
78,3.187356596145241,45.2713951566575,-12.04995412149144,92.96907130334556
79,1.586769918471953,49.06697679167384,-4.811571331194557,65.13431701457117
80,-0.0684955561220395,46.563850016768974,4.281066622948693,38.80557665461079
81,-1.0571024821174042,45.010981194219525,15.477371919945568,15.655651312433012
82,-1.9507179388542752,42.79314020636929,28.88999936915004,-0.4682228907244266
83,-2.489727996264028,41.54946268444486,44.01957761717654,-7.893817208489665
84,-4.121322330478829,35.93787089509348,58.35013914139289,-12.3148982684694
85,-4.475320497530598,29.62576078536523,63.45790594120544,10.8896233984165
86,-3.7825950922083535,22.344359737000005,74.0936375984394,34.54958834487049
87,-4.1265156231419695,14.86113705589807,64.68442375997638,61.49552180740314
88,-4.061328961351705,8.789093934967697,59.03144425231753,82.24992798606709
89,-2.874103739020885,3.5627836526687418,54.44726028632056,100.8448782787368
90,-3.266846999529617,-3.264410273059706,36.00859296620319,101.03779325569928
91,-2.2997309223894646,-7.3162842692943535,20.820571968395768,82.34131780162869
92,-0.5344675981231823,-9.045205557262172,6.134731010401655,51.76935119309033
93,0.3846332131762935,-9.173431115448867,-6.970499746278946,21.98544165976562
94,1.3981971826187891,-4.781171492135663,-13.269687026742268,3.491021142022888
95,3.263012864741075,-1.5237943439616224,-8.993080922007252,-21.474497310458176
96,4.6415214958050965,3.1583151929900737,-11.062141089079631,-9.349433956338892
97,6.593273010515325,6.882127997224545,3.402025288079237,2.0688824612095047
98,8.224758200280537,14.286456506744427,19.77191281400603,20.89891623643404
99,10.000000000000144,21.46177545970497,34.68496164995919,48.07051605159728
