0.000000	29979.000000	243632.000000	0.000000	1758133731.528150	0.000000
0.000000	30042.000000	243539.000000	0.000000	1758133731.547482	0.000000
0.000000	30082.000000	243598.000000	0.000000	1758133731.566814	0.000000
0.000000	30127.000000	243602.000000	0.000000	1758133731.586146	0.000000
0.000000	30151.000000	243594.000000	0.000000	1758133731.605478	0.000000
0.000000	30170.000000	243599.000000	0.000000	1758133731.624810	0.000000
0.000000	30203.000000	243652.000000	0.000000	1758133731.644543	0.000000
0.000000	30203.000000	243667.000000	0.000000	1758133731.664276	0.000000
0.000000	30237.000000	243685.000000	0.000000	1758133731.684009	0.000000
0.000000	30225.000000	243703.000000	0.000000	1758133731.703743	0.000000
0.000000	30231.000000	243679.000000	0.000000	1758133731.723475	0.000000
0.000000	30223.000000	243714.000000	0.000000	1758133731.743209	0.000000
0.000000	30263.000000	243784.000000	0.000000	1758133731.753192	0.000000
0.000000	30262.000000	243758.000000	0.000000	1758133731.763175	0.000000
0.000000	30272.000000	243741.000000	0.000000	1758133731.773158	0.000000
0.000000	30258.000000	243724.000000	0.000000	1758133731.783141	0.000000
0.000000	30241.000000	243697.000000	0.000000	1758133731.793124	0.000000
0.000000	30243.000000	243598.000000	0.000000	1758133731.803107	0.000000
0.000000	30277.000000	243672.000000	0.000000	1758133731.823104	0.000000
0.000000	30287.000000	243567.000000	0.000000	1758133731.843102	0.000000
0.000000	30305.000000	243583.000000	0.000000	1758133731.863099	0.000000
0.000000	30296.000000	243506.000000	0.000000	1758133731.883097	0.000000
0.000000	30311.000000	243489.000000	0.000000	1758133731.903094	0.000000
0.000000	30318.000000	243465.000000	0.000000	1758133731.923092	0.000000
0.000000	30324.000000	243476.000000	0.000000	1758133731.933357	0.000000
0.000000	30325.000000	243488.000000	0.000000	1758133731.943624	0.000000
0.000000	30342.000000	243429.000000	0.000000	1758133731.953889	0.000000
0.000000	30324.000000	243386.000000	0.000000	1758133731.964155	0.000000
0.000000	30355.000000	243398.000000	0.000000	1758133731.974421	0.000000
0.000000	30352.000000	243392.000000	0.000000	1758133731.984687	0.000000
0.000000	30346.000000	243424.000000	0.000000	1758133732.006449	0.000000
0.000000	30346.000000	243494.000000	0.000000	1758133732.028210	0.000000
0.000000	30350.000000	243364.000000	0.000000	1758133732.049972	0.000000
0.000000	30360.000000	243422.000000	0.000000	1758133732.071733	0.000000
0.000000	30356.000000	243380.000000	0.000000	1758133732.093495	0.000000
0.000000	30370.000000	243374.000000	0.000000	1758133732.115256	0.000000
0.000000	30336.000000	243406.000000	0.000000	1758133732.123318	0.000000
0.000000	30334.000000	243412.000000	0.000000	1758133732.131379	0.000000
0.000000	30331.000000	243413.000000	0.000000	1758133732.139441	0.000000
0.000000	30342.000000	243350.000000	0.000000	1758133732.147502	0.000000
0.000000	30279.000000	243378.000000	0.000000	1758133732.155564	0.000000
0.000000	30282.000000	243471.000000	0.000000	1758133732.163626	0.000000
0.000000	30308.000000	243412.000000	0.000000	1758133732.183446	0.000000
0.000000	30269.000000	243452.000000	0.000000	1758133732.203266	0.000000
0.000000	30269.000000	243446.000000	0.000000	1758133732.223086	0.000000
0.000000	30200.000000	243502.000000	0.000000	1758133732.242906	0.000000
0.000000	30142.000000	243560.000000	0.000000	1758133732.262727	0.000000
0.000000	30105.000000	243610.000000	0.000000	1758133732.282547	0.000000
0.000000	30034.000000	243569.000000	0.000000	1758133732.295072	0.000000
0.000000	30041.000000	243563.000000	0.000000	1758133732.307597	0.000000
0.000000	30042.000000	243580.000000	0.000000	1758133732.320122	0.000000
0.000000	30037.000000	243570.000000	0.000000	1758133732.332647	0.000000
0.000000	30038.000000	243551.000000	0.000000	1758133732.345172	0.000000
0.000000	30047.000000	243612.000000	0.000000	1758133732.357697	0.000000
0.000000	30028.000000	243623.000000	0.000000	1758133732.372893	0.000000
0.000000	30040.000000	243638.000000	0.000000	1758133732.388088	0.000000
0.000000	30055.000000	243610.000000	0.000000	1758133732.403284	0.000000
0.000000	30056.000000	243546.000000	0.000000	1758133732.418479	0.000000
0.000000	30070.000000	243554.000000	0.000000	1758133732.433674	0.000000
0.000000	30061.000000	243581.000000	0.000000	1758133732.448870	0.000000
0.000000	30089.000000	243612.000000	0.000000	1758133732.463815	0.000000
0.000000	30108.000000	243538.000000	0.000000	1758133732.478760	0.000000
0.000000	30122.000000	243618.000000	0.000000	1758133732.493704	0.000000
0.000000	30136.000000	243623.000000	0.000000	1758133732.508649	0.000000
0.000000	30150.000000	243624.000000	0.000000	1758133732.523594	0.000000
0.000000	30108.000000	243607.000000	0.000000	1758133732.538539	0.000000
0.000000	30103.000000	243558.000000	0.000000	1758133732.555491	0.000000
0.000000	30068.000000	243455.000000	0.000000	1758133732.572443	0.000000
0.000000	30095.000000	243445.000000	0.000000	1758133732.589395	0.000000
0.000000	30080.000000	243412.000000	0.000000	1758133732.606346	0.000000
0.000000	30078.000000	243380.000000	0.000000	1758133732.623298	0.000000
0.000000	30077.000000	243295.000000	0.000000	1758133732.640250	0.000000
0.000000	30103.000000	243261.000000	0.000000	1758133732.655587	0.000000
0.000000	30115.000000	243252.000000	0.000000	1758133732.670923	0.000000
0.000000	30133.000000	243212.000000	0.000000	1758133732.686260	0.000000
0.000000	30114.000000	243190.000000	0.000000	1758133732.701596	0.000000
0.000000	30120.000000	243184.000000	0.000000	1758133732.716933	0.000000
0.000000	30091.000000	243184.000000	0.000000	1758133732.732270	0.000000
0.000000	30101.000000	243164.000000	0.000000	1758133732.749895	0.000000
0.000000	30113.000000	243169.000000	0.000000	1758133732.767521	0.000000
0.000000	30126.000000	243181.000000	0.000000	1758133732.785146	0.000000
0.000000	30165.000000	243188.000000	0.000000	1758133732.802772	0.000000
0.000000	30164.000000	243227.000000	0.000000	1758133732.820398	0.000000
0.000000	30160.000000	243177.000000	0.000000	1758133732.838023	0.000000
0.000000	30203.000000	243204.000000	0.000000	1758133732.850597	0.000000
0.000000	30200.000000	243161.000000	0.000000	1758133732.863171	0.000000
0.000000	30207.000000	243111.000000	0.000000	1758133732.875745	0.000000
0.000000	30214.000000	243148.000000	0.000000	1758133732.888319	0.000000
0.000000	30222.000000	243137.000000	0.000000	1758133732.900893	0.000000
