1.000000	0.317017	-0.151733	0.949585	0.740124	0.762552	-7.296576	1758133731.521789	0.000000
1.000000	0.312073	-0.142639	0.954163	0.897120	0.867216	-7.117152	1758133731.540909	0.000000
1.000000	0.301880	-0.149658	0.955933	0.889644	1.263444	-6.548976	1758133731.560029	0.000000
2.000000	0.300415	-0.146912	0.953308	1.016736	1.898904	-5.674284	1758133731.580056	0.000000
2.000000	0.291992	-0.146667	0.953796	1.009260	2.332512	-4.493076	1758133731.600084	0.000000
2.000000	0.286560	-0.151367	0.953430	0.755076	2.287656	-3.005352	1758133731.620112	0.000000
3.000000	0.282043	-0.154602	0.944946	0.156996	2.085804	-1.607340	1758133731.639936	0.000000
3.000000	0.285706	-0.156677	0.948914	-0.306516	1.801716	-0.426132	1758133731.659760	0.000000
3.000000	0.287231	-0.164795	0.947876	-0.560700	1.943760	0.201852	1758133731.679584	0.000000
4.000000	0.289062	-0.166809	0.950500	-0.717696	2.040948	0.583128	1758133731.700731	0.000000
4.000000	0.292603	-0.160828	0.949707	-0.680316	1.839096	0.822360	1758133731.721878	0.000000
4.000000	0.295837	-0.156982	0.951904	-0.672840	1.487724	0.583128	1758133731.743025	0.000000
5.000000	0.297729	-0.160217	0.950989	-0.672840	1.741908	0.082236	1758133731.744200	0.000000
5.000000	0.298340	-0.153259	0.949524	-0.777504	2.138136	-0.568176	1758133731.745375	0.000000
5.000000	0.302002	-0.154053	0.950928	-0.627984	2.422224	-0.986832	1758133731.746550	0.000000
6.000000	0.302063	-0.153076	0.949463	-0.448560	2.631552	-1.338204	1758133731.765625	0.000000
6.000000	0.298828	-0.152710	0.953369	-0.545748	2.504460	-1.263444	1758133731.784698	0.000000
6.000000	0.299500	-0.153015	0.956116	-0.665364	2.549316	-1.285872	1758133731.803773	0.000000
7.000000	0.300171	-0.152161	0.951416	-0.919548	2.474556	-1.113924	1758133731.823320	0.000000
7.000000	0.298218	-0.158142	0.946045	-1.031688	2.444652	-0.949452	1758133731.842867	0.000000
7.000000	0.297424	-0.155273	0.955872	-1.001784	2.377368	-0.665364	1758133731.862415	0.000000
8.000000	0.302795	-0.153015	0.949768	-0.897120	2.085804	-0.470988	1758133731.882877	0.000000
8.000000	0.297363	-0.150513	0.955566	-0.762552	1.958712	-0.284088	1758133731.903340	0.000000
8.000000	0.300903	-0.152710	0.954468	-0.650412	2.108232	-0.082236	1758133731.923802	0.000000
9.000000	0.297424	-0.154175	0.951660	-0.463512	1.891428	-0.261660	1758133731.943372	0.000000
9.000000	0.298767	-0.147888	0.955688	-0.388752	1.584912	-0.336420	1758133731.962942	0.000000
9.000000	0.301575	-0.151978	0.952393	-0.201852	1.517628	-0.366324	1758133731.982511	0.000000
10.000000	0.296082	-0.151550	0.954712	-0.299040	1.741908	-0.194376	1758133732.002478	0.000000
10.000000	0.303894	-0.153320	0.957581	-0.291564	1.906380	-0.134568	1758133732.022444	0.000000
10.000000	0.298218	-0.151550	0.952515	-0.321468	2.138136	-0.037380	1758133732.042411	0.000000
11.000000	0.293945	-0.156433	0.951477	-0.388752	2.377368	0.186900	1758133732.066738	0.000000
11.000000	0.289551	-0.156311	0.959351	-0.254184	2.504460	0.000000	1758133732.091065	0.000000
11.000000	0.292847	-0.154175	0.957092	-0.127092	2.766120	-0.418656	1758133732.115391	0.000000
12.000000	0.296570	-0.158813	0.950623	-0.321468	3.281964	-0.351372	1758133732.125301	0.000000
12.000000	0.297668	-0.152954	0.954102	-0.613032	2.908164	-0.366324	1758133732.135211	0.000000
12.000000	0.294739	-0.161438	0.952332	-0.747600	2.362416	-0.545748	1758133732.145120	0.000000
13.000000	0.302002	-0.152893	0.949097	-0.590604	2.197944	-1.255968	1758133732.160130	0.000000
13.000000	0.304199	-0.152527	0.953064	-0.284088	2.534364	-1.973664	1758133732.175141	0.000000
13.000000	0.305603	-0.153198	0.957214	-0.403704	3.005352	-1.674624	1758133732.190151	0.000000
