,TP9,AF7,AF8,TP10
0,-6.7531394127113895,-58.87833493313194,-208.1011161832386,-2.5730763012526268
1,-21.78842685440186,-144.8736604661731,-544.7046702258792,-7.577523362182678
2,-27.539257144042978,-117.14006159045418,-483.3943010870991,-9.107873036794048
3,-25.835686202092013,-113.88662990122168,-405.1083908318983,-11.364910518323152
4,-29.58687487112438,-180.81541412093063,-560.3188549256674,-17.820989347532695
5,-28.965307504007257,-148.26944822724613,-461.9227910675186,-20.66148029215058
6,-27.16204169334185,-110.16862857827893,-394.8969930314624,-19.612019686509512
7,-30.69526525710512,-137.97704408038135,-447.5336699910658,-16.888216058264362
8,-30.827602436181223,-188.97640192678043,-470.7554553270347,-13.875794438621142
9,-28.344390943190437,-108.60445165126748,-410.4577201909415,-13.124762675266766
10,-21.618863622321783,1.7720471907423416,-194.86168899096447,-18.891073898318496
11,-13.673914993871222,-129.29237137190376,-295.8881687266403,-27.550840087821143
12,-19.87631058892612,-142.55036729150743,-417.355414748341,-22.004730509958332
13,-23.669202318362068,-27.506516885701785,-233.58544475584492,-12.731951395155647
14,-11.003364204020272,-100.2718952182404,-264.7215654683096,-14.120609443562444
15,-7.903051220567704,-106.61584472681352,-344.63167161545425,-13.508651219120338
16,-8.470743100337586,-45.4316914840856,-261.2650595833402,-12.71038781630068
17,4.94173435217499,-74.5712849346728,-254.1459615514541,-14.177140753298772
18,9.843153631005409,-96.50965961981274,-277.3956633189809,-13.757508282787969
19,1.5942753857270873,-90.35919408333577,-285.0121815863968,-9.12138076978954
20,-0.4215818796456005,-54.81536313372635,-287.36814579459315,-0.1836058512453746
21,-0.838758255281391,-7.35324436864903,-183.8100212791178,-3.813381939371084
22,-6.63452575658539,-53.77415327688868,-156.73411480495997,-12.004558556204756
23,-7.037466716144081,-98.31826829529018,-269.220038420739,-13.104744093839145
24,-6.769487509562168,-3.61670564299493,-173.42504357066355,-18.9835798297363
25,-0.145197391896545,7.534820384862542,-80.02203385379107,-18.97282156512847
26,12.016313794753842,-85.18584894590458,-213.7063413763244,-15.07859811835533
27,-5.6893803723205565,-86.29634335906303,-253.4058202261367,-21.59689323243037
28,-21.48118898380017,-56.10140860196407,-195.89071271871217,-24.42903129447768
29,-12.334974094104837,-49.36304002958786,-174.3205098718754,-23.19522886582763
30,-19.089936273037893,-86.12263408458239,-216.015519949171,-23.695853658764463
31,-15.575473783246707,-109.46012971893651,-253.86374285604688,-14.600333559982571
32,-0.9988061246513098,-12.741347582377784,-114.3574985426967,-8.755368296006964
33,-6.040989540006194,38.80463433544355,20.13654921972193,-15.844166955181208
34,-3.848929416099054,-59.64555821615068,-83.15394769315026,-14.835128040487689
35,-3.394519277870131,-71.33532551660755,-150.96312813891564,-6.393010756160948
36,-7.33894757447888,-14.110162351971669,-62.18368225404993,-5.444690806933068
37,-0.4196852304103231,-53.90079978799622,-48.611832546128426,-10.083292501445612
38,-4.733658341738192,-68.64099887071643,-67.37460401267163,-12.061970257353096
39,-8.507304812406801,-47.57818855358346,-44.530442032672,-5.882544529171355
40,2.406526300157566,-41.48672970623011,6.74962856961065,-0.0152347584444214
41,5.160367928679989,-77.14552038793045,17.177061957132537,-1.3223550649836395
42,-2.1519024384924705,-112.83841059879342,-31.25935386616038,-3.945646110203597
43,0.1129984566650819,-42.56138504127739,54.19715611700667,-4.479131850703197
44,11.612868865520795,-44.68176406236307,109.2439869083464,-0.3087405428632337
45,12.250173047104909,-128.07791077137517,19.107937271532137,2.034480062835428
46,5.913484753431476,-147.5651070829772,-30.43889264605241,4.553094782979315
47,5.117580985908717,-127.01941232444368,-19.16053795814514,13.13425185662345
48,5.775021068731803,-65.33561504923273,109.92915927653668,6.492007188529897
49,12.939501021619437,-112.8413499249582,122.47442950087134,-1.6639050620960916
50,17.67664670521117,-221.74840719191707,-64.97433083358919,6.956251730658551
51,10.32463158419705,-165.23163359791215,-14.187109492020682,6.593308389405138
52,7.282605749409413,-97.67686563900496,131.20629958377685,5.679436313250335
53,8.539154247449915,-171.7303388286964,28.820596727600787,13.324889868137689
54,10.10894123619073,-254.395260510355,-124.57675948622636,14.713573888286192
55,8.442593963536638,-147.8528027721477,-33.32938961870968,6.909825452574296
56,2.526786033657117,-33.69522754789796,173.76212750689592,-9.196901576597156
57,9.597732804599218,-155.01677336610737,73.96984060743125,-15.826270122037386
58,13.129673830659158,-174.84440976462793,-67.98822721815668,-13.879064741620825
59,5.722830535800313,-77.73994695281726,47.83339352934854,-13.69501368451165
60,15.124088384138304,-154.96769697140553,22.692669316078536,-4.017664744213107
61,23.974737528267724,-193.88353529706364,-92.91432220640128,4.340763154999877
62,17.237392928982445,-126.68867661288824,-42.748620761442,7.237238985428121
63,14.69854606143781,-106.29672664310785,20.833875044132583,17.813633850957558
